Brand,Media L1,Media L2,Device,PPC Type,Engine,Message,Confirm VAT,Confirm CTC,wc Mon,Tracked Revenue,Impressions,Clicks,Spend,Comment,Campaign
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2011-12-26,0,306233,161827,10646.23,,{Google - Generic - Headboards - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2011-12-26,0,1567244,41530,34464.90000000001,,{Google - Trademark RE - Pure - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-02,0,261200,106955,8152.699999999999,,{Google - Generic - Mattress Sizes - HVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-02,0,1948952,43394,33269.78,,{Google - Trademark RE - Pure - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-09,0,242701,84370,7143.2300000000005,,{Google - Generic - Beds - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-09,0,2207263,40357,29604.77,,{Google - Generic - Mattresses Brands - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-16,0,289074,75555,7310.77,,{Google - Generic - Beds - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-16,0,2656579,40535,26358.210000000006,,{Google - Generic - Headboards - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-23,0,339917,75561,8349.68,,{Google - Generic - Beds - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-23,0,2707097,38083,21827.410000000014,,{Google - Generic - Mattress Sizes - HVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-30,0,251316,61279,6519.869999999999,,{Google - Generic - Headboards - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-01-30,0,2138990,27701,13137.100000000008,,{Google - Generic - Sleep Matters - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-06,0,182304,53806,5067.78,,{Google - Trademark RES - Headboards - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-06,0,1901725,23798,10294.779999999997,,{Google - Trademark RE - Beds - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-13,0,158568,54977,4479.29,,{Google - Trademark RES - Pure - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-13,0,1705148,22375,9354.56,,{Google - Generic - Beds Sizes - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-20,0,159817,56484,4098.01,,{Google - Trademark RES - Pure - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-20,0,2128727,25426,11396.060000000003,,{Google - Generic - Beds Sizes - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-27,0,156274,54919,3654.73,,{Google - Generic - Mattresses Brands - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-02-27,0,2246911,29998,14463.280000000004,,{Google - Trademark - Pure - HVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-05,0,171685,48761,3103.56,,{Google - Trademark - Pure - HVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-05,0,2295286,29005,14103.889999999996,,{Google - Trademark RES - Pure - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-12,0,178022,49312,3184.1600000000003,,{Google - Generic - Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-12,0,2450572,28411,13846.58999999999,,{Google - Trademark - Headboards - NVK - Exact}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-19,0,143799,39676,2662.029999999999,,{Google - Generic - Beds Sizes - HVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-19,0,1989041,23598,12134.409999999998,,{Google - Generic - Beds Sizes - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-26,0,134695,36491,2649.8300000000004,,{Google - Generic - Mattress Sizes - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-03-26,0,1978701,30818,27770.810000000012,,{Google - Generic - Mattresses Competitors - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-02,0,187249,56234,3917.949999999999,,{Google - Generic - Sofa + Guest Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-02,0,2433492,43048,42245.81999999999,,{Google - Generic - Beds Competitors - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-09,0,211966,57405,3964.7699999999995,,{Google - Generic - Beds Competitors - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-09,0,2890101,44775,36435.239999999954,,{Google - Generic - Mattresses - HVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-16,0,181825,44376,3409.9899999999993,,{Google - Generic - Sofa + Guest Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-16,0,3198762,41262,32361.860000000033,,{Google - Generic - Headboards - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-23,0,188060,49586,3930.97,,{Google - Generic - Mattresses Competitors - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-23,0,3349877,45503,39808.219999999994,,{Google - Generic - Mattresses - HVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-30,0,182549,46349,4004.909999999999,,{Google - Generic - Sofa + Guest Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-04-30,0,2799253,42308,34739.840000000026,,{Google - Generic - Child Beds - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-07,0,180804,50304,4239.889999999999,,{Google - Trademark - Pure - HVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-07,0,2735516,39772,29652.22000000001,,{Google - Generic - Mattresses - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-14,0,155344,46742,3527.2399999999993,,{Google - Generic - Mattress Sizes - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-14,0,2236858,32629,21973.199999999983,,{Google - Trademark - Headboards - NVK - Exact}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-21,0,112286,31155,2470.06,,{Google - Trademark - Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-21,0,1502805,22819,18325.70000000002,,{Google - Trademark - Headboards - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-28,0,132383,39202,3275.419999999999,,{Google - Generic - Mattresses Competitors - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-05-28,0,2508895,34868,31636.97999999998,,{Google - Trademark - Beds - NVK - Exact}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-04,0,172932,49457,3940.4099999999985,,{Google - Generic - Mattresses - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-04,0,3445513,37394,30522.4,,{Google - Generic - Mattress Sizes - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-11,0,185322,53541,4465.59,,{Google - Generic - Awareness - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-11,0,3384649,33513,26625.91000000002,,{Google - Generic - Awareness - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-18,0,187745,59399,4605.730000000001,,{Google - Generic - Mattresses - HVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-18,0,1994240,18250,12592.450000000004,,{Google - Generic - Mattresses Competitors - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-25,0,127403,38772,3252.5299999999997,,{Google - Trademark RE - Mattresses - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-06-25,0,833653,7041,3707.35,,{Google - Trademark RE - Mattresses - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-02,0,188663,47991,4463.04,,{Google - Trademark - Mattresses - NVK - Exact}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-02,0,3293315,34012,23990.879999999986,,{Google - Trademark - Mattresses - NVK - Exact}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-09,0,218593,48415,4628.25,,{Google - Trademark - Pure - HVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-09,0,4469624,42678,31265.730000000025,,{Google - Trademark - Other - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-16,0,210023,45384,4565.87,,{Google - Generic - Mattress Sizes - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-16,0,4836702,47860,44528.73000000001,,{Google - Trademark - Headboards - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-23,0,191356,42304,4314.049999999999,,{Google - Generic - Mattresses Competitors - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-23,0,2926122,30021,22348.809999999998,,{Google - Trademark RE - Pure - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-30,0,229497,49439,5285.2,,{Google - Trademark - Other - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-07-30,0,570671,5039,3120.5600000000013,,{Google - Generic - Headboards - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-06,0,204866,42667,4728.250000000002,,{Google - Trademark - Beds - NVK - Exact}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-06,0,1463495,9846,6620.390000000003,,{Google - Generic - Mattresses Competitors - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-13,0,215423,50999,6224.639999999999,,{Google - Trademark - Beds - NVK - BMM}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-13,0,3054677,24020,22095.63999999999,,{Google - Trademark RE - Mattresses - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-20,0,217610,54887,6687.1,,{Google - Trademark - Headboards - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-20,0,3806621,32824,26415.389999999996,,{Google - Generic - Child Beds - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-27,0,253168,50806,5934.170000000002,,{Google - Trademark - Other - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-08-27,0,4872318,40021,28717.950000000004,,{Google - Generic - Child Beds - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-03,0,218829,41709,5191.25,,{Google - Trademark RE - Pure - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-03,0,4127241,30505,21094.200000000008,,{Google - Trademark - Pure - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-10,0,234292,48889,5206.53,,{Google - Generic - Mattress Sizes - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-10,0,4109335,30751,19316.19000000001,,{Google - Trademark - Beds - NVK - BMM}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-17,0,316533,41757,5673.599999999999,,{Google - Generic - Mattresses - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-17,0,1701941,17149,18026.740000000005,,{Google - Trademark - Beds - NVK - BMM}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-24,0,297932,44162,5610.070000000001,,{Google - Generic - Mattresses Brands - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-09-24,0,215556,2437,1715.56,,{Google - Generic - Headboards - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-01,0,253863,40878,5076.25,,{Google - Trademark - Other - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-01,0,183787,1757,996.3599999999998,,{Google - Generic - Beds Competitors - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-08,0,237518,40047,4788.679999999999,,{Google - Trademark - Headboards - NVK - Exact}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-08,0,285258,5317,3091.2400000000002,,{Google - Trademark - Beds - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-15,0,370860,41437,6523.649999999997,,{Google - Trademark RE - Mattresses - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-15,0,184214,1774,696.16,,{Google - Generic - Mattresses - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-22,0,426542,42008,8352.259999999998,,{Google - Trademark RE - Headboards - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-22,0,98058,855,233.82,,{Google - Trademark RE - Headboards - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-29,0,453167,45848,10090.64,,{Google - Generic - Mattresses - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-10-29,0,77807,620,151.55,,{Google - Generic - Child Beds - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-05,0,434384,41880,8340.39,,{Google - Generic - Child Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-05,0,65097,506,118.78999999999998,,{Google - Trademark RES - Beds & Mattresses - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-12,0,424414,38571,8268.249999999998,,{Google - Trademark - Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-12,0,478163,3890,2570.08,,{Google - Generic - Mattresses - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-19,0,427778,43128,8091.8899999999985,,{Google - Generic - Mattresses - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-19,0,659776,6868,4901.1,,{Google - Trademark RES - Mattresses - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-26,0,415465,44397,7739.84,,{Google - Generic - Hyde & Sleep - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-11-26,0,1177184,10140,7301.07,,{Google - Trademark RE - Mattresses - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-03,0,384041,31949,6804.05,,{Google - Generic - Beds Sizes - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-03,0,647767,4157,2613.6,,{Google - Trademark - Beds - NVK - Exact}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-10,0,315117,25077,5748.88,,{Google - Trademark RE - Pure - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-10,0,347,29,9.27,,{Google - Generic - Mattresses - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-17,0,255350,30199,6309.090000000001,,{Google - Generic - Child Beds - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-17,0,4957,190,146.63,,{Google - Generic - Beds - HVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-24,0,686027,181550,25309.750000000004,,{Google - Generic - Mattresses - HVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-24,0,3068991,70111,44792.110000000015,,{Google - Trademark RES - Mattresses - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-31,0,661990,123185,21366.139999999996,,{Google - Generic - Mattress Sizes - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2012-12-31,0,5378122,81489,57046.12000000002,,{Google - Generic - Sleep Matters - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-07,0,583497,80428,17244.359999999997,,{Google - Generic - Hyde & Sleep - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-07,0,4869272,56998,36572.90000000004,,{Google - Trademark - Mattresses - NVK - BMM}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-14,0,458684,67579,12465.390000000003,,{Google - Trademark RE - Pure - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-14,0,4434868,46316,28159.69,,{Google - Trademark - Headboards - NVK - BMM}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-21,0,365881,73121,10703.52,,{Google - Generic - Sleep Matters - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-21,0,3777033,38229,23196.980000000018,,{Google - Generic - Mattresses Brands - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-28,0,321181,62187,9008.169999999998,,{Google - Generic - Beds Sizes - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-01-28,0,3053261,29509,19879.27999999999,,{Google - Generic - Beds Competitors - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-04,0,305844,55936,8089.040000000001,,{Google - Generic - Sleep Matters - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-04,0,2944474,28938,19125.599999999995,,{Google - Generic - Beds Sizes - HVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-11,0,277137,48626,7163.209999999999,,{Google - Generic - Hyde & Sleep - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-11,0,3501190,30621,20548.51000000001,,{Google - Trademark RES - Mattresses - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-18,0,328988,45725,7698.0899999999965,,{Google - Generic - Beds Sizes - HVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-18,0,3865072,31076,21511.93999999999,,{Google - Generic - Beds - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-25,0,319543,43182,7801.190000000001,,{Google - Generic - Mattresses Brands - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-02-25,0,3382404,26985,18722.10000000001,,{Google - Generic - Beds Sizes - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-04,0,317668,39559,8272.709999999997,,{Google - Generic - Mattress Sizes - HVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-04,0,2296365,17490,12789.000000000004,,{Google - Trademark - Competitors - NVK - Exact}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-11,0,281551,47065,8236.859999999999,,{Google - Trademark - Mattresses - NVK - BMM}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-11,0,461141,3045,2134.22,,{Google - Trademark - Mattresses - NVK - BMM}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-18,0,281761,44198,8683.050000000001,,{Google - Trademark - Pure - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-18,0,2600533,20568,15240.680000000004,,{Google - Generic - Mattress Sizes - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-25,0,371572,42386,9330.160000000002,,{Google - Trademark RE - Beds - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-03-25,0,4856670,48636,49252.370000000024,,{Google - Trademark RE - Beds - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-01,0,407154,36763,8792.920000000002,,{Google - Generic - Mattress Sizes - HVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-01,0,6607286,67683,102244.23999999987,,{Google - Trademark - Competitors - NVK - BMM}_
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-08,0,324794,31577,7890.380000000001,,{Google - Generic - Mattress Sizes - HVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-08,0,4407445,41133,55086.49000000001,,{Google - Generic - Beds Competitors - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-15,0,255683,24383,6494.479999999999,,{Google - Trademark - Headboards - NVK - BMM}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-15,0,1635835,15605,19997.230000000003,,{Google - Generic - Sleep Matters - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-22,0,355300,31171,7222.550000000001,,{Google - Generic - Sofa + Guest Beds - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-22,0,3941904,38612,49046.820000000014,,{Google - Trademark - Other - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-29,0,344466,35720,7736.65,,{Google - Trademark - Mattresses - NVK - Exact}_
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-04-29,0,4120018,40275,50510.76999999999,,{Google - Generic - Awareness - NVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-06,0,320359,28544,6980.59,,{Google - Trademark RES - Mattresses - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-06,0,2929967,24225,30616.72000000001,,{Google - Generic - Beds Sizes - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-13,0,324392,27382,7391.409999999997,,{Google - Generic - Beds Competitors - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-13,0,2775466,22754,29467.660000000003,,{Google - Generic - Beds - HVK - BMM}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-20,0,273818,40601,9872.33,,{Google - Trademark RES - Mattresses - NVK - Exact}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-20,0,1818736,26405,35248.030000000035,,{Google - Generic - Beds - NVK - Exact}
ClientBrand,Brand PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-27,0,302724,39814,10630.199999999999,,{Google - Trademark - Other - NVK - BMM}
ClientBrand,Generic PPC,,Unknown,Unknown,All,Unclassified,EXCLUDING,CTC,2013-05-27,0,4829010,65408,96253.69000000003,,{Google - Generic - Beds - NVK - Exact}
