Brand,Media L1,Media L2,Message,Device,Confirm VAT,Confirm CTC,wc Mon,Impressions,Clicks,Spend,Comment
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-06-26,130642,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-06-26,37508,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-06-26,494129,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-07-03,130643,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-07-03,37508,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-07-03,494129,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-07-10,130642,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-07-10,37508,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-07-10,494129,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-07-17,365825,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-07-17,37508,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-07-17,494129,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-08-14,60059,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-08-14,101151,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-08-21,60059,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-08-21,101151,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-10-02,467083,Missing Data,Free Of Charge,CRM Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Computer,EXCLUDING,CTC,2017-11-13,8674,21,8.55,Computers_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-11-13,34835,139,53.46,Mobile phones_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Tablet,EXCLUDING,CTC,2017-11-13,18429,61,34.1,Tablets_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Computer,EXCLUDING,CTC,2017-11-20,109462,254,133.1,Computers_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-11-20,574896,3212,1573.98,Mobile phones_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Tablet,EXCLUDING,CTC,2017-11-20,127797,373,210,Tablets_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-11-27,59997,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-11-27,794568,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Computer,EXCLUDING,CTC,2017-11-27,6404,Missing Data,14.02,Computers_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-11-27,174897,1237,589.96,Mobile phones_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Tablet,EXCLUDING,CTC,2017-11-27,5099,14,6.29,Tablets_Prospecting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-12-04,59997,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-12-04,794569,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-12-11,390735,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-12-11,183122,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-12-11,904780,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-12-18,312588,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-12-18,183122,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-12-18,904780,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2017-12-25,78147,Missing Data,Free Of Charge,HPTO Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2017-12-25,183122,Missing Data,Free Of Charge,Mobile Digital Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2017-12-25,904780,Missing Data,Free Of Charge, Free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-01-08,20013,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-01-15,33469,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-01-15,15633,Missing Data,Free Of Charge,CRM Digital free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-01-22,33469,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-01-29,33469,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-01-29,180253,341,95.46000000000001,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-01-29,1209520,5930,1483.25,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-01-29,148689,526,139.01999999999998,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-02-05,33469,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-02-05,80016,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-02-05,476652,972,403.9,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-02-05,1902085,8580,2298.2300000000005,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-02-05,393278,1276,447.64000000000004,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-02-12,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-02-12,269375,519,188.25,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-02-12,1283967,6638,1579.09,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-02-12,239962,805,235.28000000000003,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-02-19,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-02-19,185004,365,110.29,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-02-19,1419454,7489,1709.7899999999997,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-02-19,199870,813,209.27999999999997,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-02-26,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-02-26,143462,300,75.06,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-02-26,1283765,7379,1494.05,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-02-26,200307,813,179.57000000000002,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-03-05,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-03-05,80015,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-03-05,416401,723,456.95,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-03-05,800733,5030,959.77,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-03-05,145911,598,133.51999999999998,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-03-12,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-03-12,1246795,1876,1432.97,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-03-12,567133,2308,356.3,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-03-12,170634,599,125.35999999999999,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-03-19,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-03-19,1309926,2159,1902.7699999999998,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-03-19,402460,1894,375.07,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-03-19,132395,483,137.99,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-03-26,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-03-26,15000,Missing Data,Free Of Charge,CRM Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-03-26,1105354,1821,1825.67,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-03-26,377540,1880,434.86,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-03-26,111130,408,117.91,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-04-02,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-04-02,70041,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-04-02,1652399,2446,3021.5699999999997,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-04-02,666440,2645,670.62,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-04-02,194120,703,240.78,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-04-09,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-04-09,777988,1289,989,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-04-09,230549,1107,203.66,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-04-09,67747,299,61.160000000000004,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-04-16,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-04-16,14949,Missing Data,Free Of Charge,CRM Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-04-16,463403,894,540.96,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-04-16,175988,818,119.82,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-04-16,45672,241,37.3,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-04-23,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-04-23,549405,1031,660.4,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-04-23,248137,1247,188.16,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-04-23,68211,279,52.949999999999996,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-04-30,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-04-30,698820,1193,790.3499999999999,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-04-30,274049,1555,245.32000000000002,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-04-30,76903,369,69.33999999999999,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-05-07,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-07,28001,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-05-07,1143403,1668,1415.9,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-07,474744,2448,474.09,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-05-07,134695,553,121.57,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-05-14,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-05-14,959402,1493,1354.87,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-14,366801,1859,347.4,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-05-14,103113,386,89.26,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-05-21,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Computer,EXCLUDING,CTC,2018-05-21,2189150,2512,1880.61,Computers_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-05-21,1633094,2146,2938.38,Computers_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-21,1485254,5989,1087.01,Mobile phones_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-21,465809,2225,557.3900000000001,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Tablet,EXCLUDING,CTC,2018-05-21,834517,2081,655.4200000000001,Tablets_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-05-21,152692,557,180.25999999999996,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-05-28,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Computer,EXCLUDING,CTC,2018-05-28,136085,193,80.64,Computers_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-05-28,1645008,2205,3060.7699999999995,Computers_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-28,112582,671,66.74000000000001,Mobile phones_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-05-28,708408,3318,835.1999999999999,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Tablet,EXCLUDING,CTC,2018-05-28,49522,159,36.99999999999999,Tablets_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-05-28,234685,812,269.68,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-06-04,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-06-04,100001,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Computer,EXCLUDING,CTC,2018-06-04,152,0,0,Computers_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-06-04,1324327,2003,2372.87,Computers_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-06-04,290,1,0.24,Mobile phones_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-06-04,684729,3440,868.4300000000001,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Tablet,EXCLUDING,CTC,2018-06-04,90,0,0,Tablets_Prospecting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-06-04,196674,833,249.98,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-06-11,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-06-11,533383,915,921.5900000000001,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-06-11,297927,1571,448.62,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-06-11,72527,349,124.72,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-06-18,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-06-18,176844,363,582.5,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-06-18,91733,470,193.39,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-06-18,26567,98,50.379999999999995,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-06-25,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-06-25,198160,438,564.96,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-06-25,99377,531,180.95,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-06-25,25973,110,38.28,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-07-02,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-07-02,99998,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-07-02,297516,554,586.7099999999999,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-07-02,114627,631,151.49,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-07-02,30681,186,58.690000000000005,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-07-09,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-07-09,334517,565,429.5399999999999,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-07-09,415141,2601,273.62,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-07-09,158487,692,103.58999999999999,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-07-16,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-07-16,287594,574,411.51,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-07-16,245603,1731,232.95999999999998,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-07-16,81069,532,97.89,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-07-23,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-07-23,361803,734,558.3,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-07-23,158168,778,171.04,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-07-23,45098,243,62.11,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-07-30,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-07-30,260744,520,351.06000000000006,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-07-30,104485,527,83.25000000000001,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-07-30,32573,146,27.939999999999998,Tablets_Retargeting GDN
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2018-08-06,47396,Missing Data,Free Of Charge,HPTO Digital free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-08-06,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Mobile,EXCLUDING,CTC,2018-08-06,99999,Missing Data,Free Of Charge,Mobile Digital free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-08-06,338285,Missing Data,Free Of Charge,CRM Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-08-06,363732,584,467.99,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-08-06,130095,554,125.9,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-08-06,43257,189,54.86000000000001,Tablets_Retargeting GDN
ClientBrand,Digital Display,HPTO,Unclassified,Unknown,EXCLUDING,CTC,2018-08-13,17851,Missing Data,Free Of Charge,HPTO Digital free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-08-13,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-08-13,337445,Missing Data,Free Of Charge,CRM Digital free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-08-13,200191,324,241.60000000000002,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-08-13,72420,320,66.23,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-08-13,25384,125,28,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-08-20,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-08-20,121734,236,213.48000000000002,Computers_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Mobile,EXCLUDING,CTC,2018-08-20,42829,175,35.82,Mobile phones_Retargeting GDN
ClientBrand,Digital Display,Retargetting,Unclassified,Tablet,EXCLUDING,CTC,2018-08-20,16787,94,25.03,Tablets_Retargeting GDN
ClientBrand,Digital Display,Prospecting,Unclassified,Unknown,EXCLUDING,CTC,2018-08-27,323191,Missing Data,Free Of Charge,Display free of charge
ClientBrand,Digital Display,Retargetting,Unclassified,Computer,EXCLUDING,CTC,2018-08-27,55347,69,97.32000000000001,Computers_Retargeting GDN
